x,y,ecc,turpin_disp,disp_mm,disp_deg,Theta,disp_x,disp_y,turpin_disp_x,turpin_disp_y
-1,9,9.055385138,0.2,5.66489324907194,1.57358145807554,1.68145354796879,-1.17377300180319,10.5639570162287,-1.0220863051998,9.19877674679815
1,9,9.055385138,0.2,5.66489324907194,1.57358145807554,1.460139105621,1.17377300180319,10.5639570162287,1.02208630519979,9.19877674679815
-5,7,8.602325267,0.1,5.47437017000539,1.52065838055705,2.19104581277772,-5.88386473035401,8.23741062249562,-5.05812381934713,7.08137334708599
-3,7,7.615773106,0.4,5.04766277057842,1.40212854738289,1.97568811307998,-3.55232549395651,8.28875948589851,-3.15756771948528,7.36765801213231
-1,7,7.071067812,0.7,4.80431472598468,1.33453186832908,1.71269338139906,-1.18873130678003,8.32111914746023,-1.09899494938514,7.69296464569599
1,7,7.071067812,0.7,4.80431472598468,1.33453186832908,1.42889927219073,1.18873130678003,8.32111914746023,1.09899494938514,7.69296464569599
3,7,7.615773106,0.6,5.04766277057842,1.40212854738289,1.16590454050981,3.55232549395651,8.28875948589851,3.23635157920111,7.55148701813592
5,7,8.602325267,0.4,5.47437017000539,1.52065838055705,0.950546840812075,5.88386473035401,8.23741062249561,5.23249527746286,7.32549338844801
-7,5,8.602325267,0.1,5.47437017000539,1.52065838055705,2.52134316760697,-8.23741062249562,5.88386473035401,-7.08137334708599,5.05812381934713
-5,5,7.071067812,0.6,4.80431472598468,1.33453186832908,2.35619449019234,-5.94365653390017,5.94365653390017,-5.42426406880705,5.42426406880705
-3,5,5.830951895,1.1,4.22592360103258,1.1738676669535,2.11121582706548,-3.60394993216078,6.00658322026797,-3.56594533104987,5.94324221841645
-1,5,5.099019514,1.5,3.86561873913601,1.07378298309334,1.76819188664478,-1.21058616870128,6.05293084350638,-1.29417420278714,6.47087101393569
1,5,5.099019514,1.5,3.86561873913601,1.07378298309334,1.37340076694502,1.21058616870128,6.05293084350638,1.29417420278714,6.47087101393569
3,5,5.830951895,1.4,4.22592360103258,1.1738676669535,1.03037682652431,3.60394993216078,6.00658322026796,3.72029405767813,6.20049009613022
5,5,7.071067812,1,4.80431472598468,1.33453186832908,0.785398163397448,5.94365653390017,5.94365653390017,5.70710678128167,5.70710678128167
7,5,8.602325267,0.4,5.47437017000539,1.52065838055705,0.620249485982821,8.23741062249562,5.88386473035401,7.32549338844801,5.23249527746286
-7,3,7.615773106,0.3,5.04766277057842,1.40212854738289,2.73670086730471,-8.28875948589851,3.55232549395651,-7.27574350913051,3.11817578962736
-5,3,5.830951895,1.1,4.22592360103258,1.1738676669535,2.60117315331921,-6.00658322026796,3.60394993216078,-5.94324221841645,3.56594533104987
-3,3,4.242640687,1.7,3.42171539278376,0.950476497995489,2.35619449019234,-3.6720883770067,3.6720883770067,-4.20208152793278,4.20208152793278
-1,3,3.16227766,2.1,2.81703287277904,0.782509131327511,1.89254688119154,-1.24745111443423,3.74235334330269,-1.66407830858211,4.99223492574634
1,3,3.16227766,2.1,2.81703287277904,0.782509131327511,1.24904577239825,1.24745111443423,3.74235334330269,1.66407830858211,4.99223492574634
3,3,4.242640687,2,3.42171539278376,0.950476497995489,0.785398163397448,3.6720883770067,3.6720883770067,4.41421356228875,4.41421356228875
5,3,5.830951895,1.6,4.22592360103258,1.1738676669535,0.540419500270584,6.00658322026796,3.60394993216078,6.37198868127272,3.82319320876364
7,3,7.615773106,0.9,5.04766277057842,1.40212854738289,0.404891786285083,8.28875948589851,3.55232549395651,7.82723052714134,3.35452736877486
-9,1,9.055385138,0,5.66489324907194,1.57358145807554,3.0309354324159,-10.5639570162287,1.17377300180319,-8.99999999986342,0.999999999984824
-7,1,7.071067812,0.5,4.80431472598468,1.33453186832908,2.99969559898563,-8.32111914746023,1.18873130678004,-7.49497474696376,1.07071067813768
-5,1,5.099019514,1.4,3.86561873913601,1.07378298309334,2.94419709373991,-6.05293084350638,1.21058616870128,-6.3728129463666,1.27456258927332
-3,1,3.16227766,2.1,2.81703287277904,0.782509131327511,2.81984209919315,-3.74235334330269,1.24745111443423,-4.99223492574634,1.66407830858211
-1,1,1.414213562,2.2,1.66245034863383,0.461791763509396,2.35619449019234,-1.32653608720977,1.32653608720977,-2.55563491834659,2.55563491834659
1,1,1.414213562,2.3,1.66245034863383,0.461791763509396,0.785398163397448,1.32653608720977,1.32653608720977,2.62634559646524,2.62634559646524
3,1,3.16227766,2.4,2.81703287277904,0.782509131327511,0.321750554396642,3.74235334330269,1.24745111443423,5.27683991516149,1.75894663838716
5,1,5.099019514,2,3.86561873913601,1.07378298309334,0.197395559849881,6.05293084350638,1.21058616870128,6.96116135178115,1.39223227035623
7,1,7.071067812,1.3,4.80431472598468,1.33453186832908,0.141897054604164,8.32111914746023,1.18873130678003,8.28693434189269,1.18384776312753
9,1,9.055385138,0.4,5.66489324907194,1.57358145807554,0.110657221173896,10.5639570162287,1.17377300180319,9.39755349373287,1.04417261041476
-9,-1,9.055385138,0,5.66489324907194,1.57358145807554,-3.0309354324159,-10.5639570162287,-1.17377300180319,-8.99999999986342,-0.999999999984824
-7,-1,7.071067812,0.4,4.80431472598468,1.33453186832908,-2.99969559898563,-8.32111914746023,-1.18873130678004,-7.39597979759764,-1.05656854251395
-5,-1,5.099019514,1.3,3.86561873913601,1.07378298309334,-2.94419709373991,-6.05293084350638,-1.21058616870128,-6.2747548787975,-1.2549509757595
-3,-1,3.16227766,1.9,2.81703287277904,0.782509131327511,-2.81984209919315,-3.74235334330269,-1.24745111443423,-4.80249826613624,-1.60083275537875
-1,-1,1.414213562,2,1.66245034863383,0.461791763509396,-2.35619449019234,-1.32653608720977,-1.32653608720977,-2.41421356210928,-2.41421356210928
1,-1,1.414213562,2.1,1.66245034863383,0.461791763509396,-0.785398163397448,1.32653608720977,-1.32653608720977,2.48492424022793,-2.48492424022793
3,-1,3.16227766,2.3,2.81703287277904,0.782509131327511,-0.321750554396642,3.74235334330269,-1.24745111443423,5.18197158535644,-1.72732386178548
5,-1,5.099019514,1.8,3.86561873913601,1.07378298309334,-0.197395559849881,6.05293084350638,-1.21058616870128,6.76504521664296,-1.35300904332859
7,-1,7.071067812,1.1,4.80431472598468,1.33453186832908,-0.141897054604164,8.32111914746023,-1.18873130678003,8.08894444316046,-1.15556349188007
9,-1,9.055385138,0.3,5.66489324907194,1.57358145807554,-0.110657221173896,10.5639570162287,-1.17377300180319,9.29816512026551,-1.03312945780728
-7,-3,7.615773106,0.1,5.04766277057842,1.40212854738289,-2.73670086730471,-8.28875948589851,-3.55232549395651,-7.09191450312689,-3.03939192991153
-5,-3,5.830951895,0.7,4.22592360103258,1.1738676669535,-2.60117315331921,-6.00658322026796,-3.60394993216078,-5.60024504813143,-3.36014702887886
-3,-3,4.242640687,1.3,3.42171539278376,0.950476497995489,-2.35619449019234,-3.6720883770067,-3.6720883770067,-3.91923881545816,-3.91923881545816
-1,-3,3.16227766,1.5,2.81703287277904,0.782509131327511,-1.89254688119154,-1.24745111443423,-3.74235334330269,-1.47434164897201,-4.42302494691603
1,-3,3.16227766,1.6,2.81703287277904,0.782509131327511,-1.24904577239825,1.24745111443423,-3.74235334330269,1.50596442557369,-4.51789327672108
3,-3,4.242640687,1.6,3.42171539278376,0.950476497995489,-0.785398163397448,3.6720883770067,-3.6720883770067,4.13137084981413,-4.13137084981413
5,-3,5.830951895,1.2,4.22592360103258,1.1738676669535,-0.540419500270584,6.00658322026796,-3.60394993216078,6.02899151098771,-3.61739490659262
7,-3,7.615773106,0.6,5.04766277057842,1.40212854738289,-0.404891786285083,8.28875948589851,-3.55232549395651,7.55148701813592,-3.23635157920111
-7,-5,8.602325267,0,5.47437017000539,1.52065838055705,-2.52134316760697,-8.23741062249562,-5.88386473035401,-6.99999999996531,-4.99999999997522
-5,-5,7.071067812,0.1,4.80431472598468,1.33453186832908,-2.35619449019234,-5.94365653390017,-5.94365653390017,-5.07071067821378,-5.07071067821378
-3,-5,5.830951895,0.4,4.22592360103258,1.1738676669535,-2.11121582706548,-3.60394993216078,-6.00658322026797,-3.2057983022506,-5.34299717041767
-1,-5,5.099019514,0.5,3.86561873913601,1.07378298309334,-1.76819188664478,-1.21058616870128,-6.05293084350638,-1.09805806764895,-5.49029033824477
1,-5,5.099019514,0.6,3.86561873913601,1.07378298309334,-1.37340076694502,1.21058616870128,-6.05293084350638,1.11766968116277,-5.58834840581386
3,-5,5.830951895,0.6,4.22592360103258,1.1738676669535,-1.03037682652431,3.60394993216078,-6.00658322026796,3.30869745333611,-5.51449575556018
5,-5,7.071067812,0.5,4.80431472598468,1.33453186832908,-0.785398163397448,5.94365653390017,-5.94365653390017,5.3535533906884,-5.3535533906884
7,-5,8.602325267,0.2,5.47437017000539,1.52065838055705,-0.620249485982821,8.23741062249562,-5.88386473035401,7.16274669420666,-5.11624763871904
-5,-7,8.602325267,0,5.47437017000539,1.52065838055705,-2.19104581277772,-5.88386473035401,-8.23741062249562,-4.99999999997522,-6.99999999996531
-3,-7,7.615773106,0,5.04766277057842,1.40212854738289,-1.97568811307998,-3.55232549395651,-8.28875948589851,-3.00000000005361,-7.00000000012509
-1,-7,7.071067812,0,4.80431472598468,1.33453186832908,-1.71269338139906,-1.18873130678003,-8.32111914746023,-1.00000000001902,-7.00000000013317
1,-7,7.071067812,0,4.80431472598468,1.33453186832908,-1.42889927219073,1.18873130678003,-8.32111914746023,1.00000000001902,-7.00000000013317
3,-7,7.615773106,0,5.04766277057842,1.40212854738289,-1.16590454050981,3.55232549395651,-8.28875948589851,3.00000000005361,-7.00000000012509
5,-7,8.602325267,0,5.47437017000539,1.52065838055705,-0.950546840812075,5.88386473035401,-8.23741062249561,4.99999999997522,-6.99999999996531
-1,-9,9.055385138,0,5.66489324907194,1.57358145807554,-1.68145354796879,-1.17377300180319,-10.5639570162287,-0.999999999984826,-8.99999999986342
1,-9,9.055385138,0,5.66489324907194,1.57358145807554,-1.460139105621,1.17377300180319,-10.5639570162287,0.999999999984825,-8.99999999986342
